time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,50,0,0,0,0,0,0,0
1,0.085864982633557,50,1048,0.39178666906839,-0.10690908212494,-0.084909754090561,0.037383199856962,0.034864344472464,0.0058222008317826
