time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,120,0,0,0,0,0,0,0
1,0.34952393170038,120,4230,0.39175801776789,-0.10399360760684,-0.088190503948938,0.052478002554073,0.056848795585043,0.0029262669873074
