time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,91,0,0,0,0,0,0,0
1,0.29647622727877,91,2274,0.40415655860567,-0.10142238589323,-0.094691921380684,0.060946247347778,0.05236286458769,0.0048151494911853
