time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,50,0,0,0,0,0,0,0
1,0.14700421486387,50,3123,0.40107158904501,-0.11767601272864,-0.083910432058015,0.029551297582373,0.054870588224611,0.0078977151112528
