time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,121,0,0,0,0,0,0,0
1,0.46245402779548,120,2719,0.40032560077015,-0.10494158130549,-0.094025430863823,0.059471847947887,0.062941371232442,0.011674183502065
