time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,50,0,0,0,0,0,0,0
1,0.17862821332959,50,1629,0.39741436535096,-0.11669661040115,-0.081228801718134,0.029769172990356,0.069548107231173,0.0053323937962716
