time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,11,0,0,0,0,0,0,0
1,5.9460735005578,11,1027,2.4016164546811,-0.076160781735422,-0.58234365215295,0.0266147238505,1.3789376829978,0.049427245639819
