time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,50,0,0,0,0,0,0,0
1,0.023605841498096,50,1656,0.38002919763866,-0.094896907145683,-0.0840398180619,0.037680477658086,0.020465579908943,-0.0088165512457533
