time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,120,0,0,0,0,0,0,0
1,0.34471958878371,120,2844,0.39869590381034,-0.10536247716597,-0.092573468065122,0.052907050688943,0.064183204933107,0.0095485675138751
