time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,0.014770010055674,10,621,0.36600068401948,-0.10741673098296,-0.066913530366998,0.0075558052870697,0.076097616174821,-0.0089902635857947
