time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,20,0,0,0,0,0,0,0
1,0.0021600766037985,20,840,0.36549548260147,-0.097185857800537,-0.075204986975913,0.0010668350986703,0.015049591794684,-0.0084984175513841
