time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,24.768322877461,10,956,5.0356285563285,-0.10899265936892,-1.2684959870639,-0.14707044072678,0.2295536781886,0.090362864077664
