time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,0.0061603401349574,10,539,0.34088597921561,-0.095697160739741,-0.052972220640242,0.039690928543888,0.039878734520888,0.0035705991364818
