time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,20,0,0,0,0,0,0,0
1,0.0028629741832977,20,840,0.36603027895101,-0.095181835440535,-0.076433773303284,-0.020415257013812,0.023562537468529,-0.0067140643698172
