time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,50,0,0,0,0,0,0,0
1,0.15572686505604,50,2108,0.39594833190293,-0.099999883950745,-0.093498393946721,0.038475081810395,0.079017670422664,0.0097314493903931
