time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,9,0,0,0,0,0,0,0
1,23.874053538681,9,1160,6.3460270790535,-0.080821726795982,-1.529292805008,0.089359187245685,-2.183994251499,0.14572098976869
