time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,30,0,0,0,0,0,0,0
1,0.46973204194588,30,1236,0.44001616528276,-0.10330879987251,-0.088219040485715,0.043982854746024,0.058173270247497,0.011343202033641
