x,y,z,id,strain_xx,strain_yy,strain_xy,strain_xz
0.0039433756729741,0.1,0.0042264973081037,380,0,0,0,0
0.0010566243270259,0.1,0.0042264973081037,380,0,0,0,0
0.0039433756729741,0.1,0.015773502691896,380,0,0,0,0
0.0010566243270259,0.1,0.015773502691896,380,0,0,0,0
0.0089433756729741,0.1,0.0042264973081037,381,0,0,0,0
0.0060566243270259,0.1,0.0042264973081037,381,0,0,0,0
0.0089433756729741,0.1,0.015773502691896,381,0,0,0,0
0.0060566243270259,0.1,0.015773502691896,381,0,0,0,0
0.013943375672974,0.1,0.0042264973081037,382,0,0,0,0
0.011056624327026,0.1,0.0042264973081037,382,0,0,0,0
0.013943375672974,0.1,0.015773502691896,382,0,0,0,0
0.011056624327026,0.1,0.015773502691896,382,0,0,0,0
0.018943375672974,0.1,0.0042264973081037,383,0,0,0,0
0.016056624327026,0.1,0.0042264973081037,383,0,0,0,0
0.018943375672974,0.1,0.015773502691896,383,0,0,0,0
0.016056624327026,0.1,0.015773502691896,383,0,0,0,0
0.023943375672974,0.1,0.0042264973081037,384,0,0,0,0
0.021056624327026,0.1,0.0042264973081037,384,0,0,0,0
0.023943375672974,0.1,0.015773502691896,384,0,0,0,0
0.021056624327026,0.1,0.015773502691896,384,0,0,0,0
0.028943375672974,0.1,0.0042264973081037,385,0,0,0,0
0.026056624327026,0.1,0.0042264973081037,385,0,0,0,0
0.028943375672974,0.1,0.015773502691896,385,0,0,0,0
0.026056624327026,0.1,0.015773502691896,385,0,0,0,0
0.033943375672974,0.1,0.0042264973081037,386,0,0,0,0
0.031056624327026,0.1,0.0042264973081037,386,0,0,0,0
0.033943375672974,0.1,0.015773502691896,386,0,0,0,0
0.031056624327026,0.1,0.015773502691896,386,0,0,0,0
0.038943375672974,0.1,0.0042264973081037,387,0,0,0,0
0.036056624327026,0.1,0.0042264973081037,387,0,0,0,0
0.038943375672974,0.1,0.015773502691896,387,0,0,0,0
0.036056624327026,0.1,0.015773502691896,387,0,0,0,0
0.043943375672974,0.1,0.0042264973081037,388,0,0,0,0
0.041056624327026,0.1,0.0042264973081037,388,0,0,0,0
0.043943375672974,0.1,0.015773502691896,388,0,0,0,0
0.041056624327026,0.1,0.015773502691896,388,0,0,0,0
0.048943375672974,0.1,0.0042264973081037,389,0,0,0,0
0.046056624327026,0.1,0.0042264973081037,389,0,0,0,0
0.048943375672974,0.1,0.015773502691896,389,0,0,0,0
0.046056624327026,0.1,0.015773502691896,389,0,0,0,0
0.053943375672974,0.1,0.0042264973081037,390,0,0,0,0
0.051056624327026,0.1,0.0042264973081037,390,0,0,0,0
0.053943375672974,0.1,0.015773502691896,390,0,0,0,0
0.051056624327026,0.1,0.015773502691896,390,0,0,0,0
0.058943375672974,0.1,0.0042264973081037,391,0,0,0,0
0.056056624327026,0.1,0.0042264973081037,391,0,0,0,0
0.058943375672974,0.1,0.015773502691896,391,0,0,0,0
0.056056624327026,0.1,0.015773502691896,391,0,0,0,0
0.063943375672974,0.1,0.0042264973081037,392,0,0,0,0
0.061056624327026,0.1,0.0042264973081037,392,0,0,0,0
0.063943375672974,0.1,0.015773502691896,392,0,0,0,0
0.061056624327026,0.1,0.015773502691896,392,0,0,0,0
0.068943375672974,0.1,0.0042264973081037,393,0,0,0,0
0.066056624327026,0.1,0.0042264973081037,393,0,0,0,0
0.068943375672974,0.1,0.015773502691896,393,0,0,0,0
0.066056624327026,0.1,0.015773502691896,393,0,0,0,0
0.073943375672974,0.1,0.0042264973081037,394,0,0,0,0
0.071056624327026,0.1,0.0042264973081037,394,0,0,0,0
0.073943375672974,0.1,0.015773502691896,394,0,0,0,0
0.071056624327026,0.1,0.015773502691896,394,0,0,0,0
0.078943375672974,0.1,0.0042264973081037,395,0,0,0,0
0.076056624327026,0.1,0.0042264973081037,395,0,0,0,0
0.078943375672974,0.1,0.015773502691896,395,0,0,0,0
0.076056624327026,0.1,0.015773502691896,395,0,0,0,0
0.083943375672974,0.1,0.0042264973081037,396,0,0,0,0
0.081056624327026,0.1,0.0042264973081037,396,0,0,0,0
0.083943375672974,0.1,0.015773502691896,396,0,0,0,0
0.081056624327026,0.1,0.015773502691896,396,0,0,0,0
0.088943375672974,0.1,0.0042264973081037,397,0,0,0,0
0.086056624327026,0.1,0.0042264973081037,397,0,0,0,0
0.088943375672974,0.1,0.015773502691896,397,0,0,0,0
0.086056624327026,0.1,0.015773502691896,397,0,0,0,0
0.093943375672974,0.1,0.0042264973081037,398,0,0,0,0
0.091056624327026,0.1,0.0042264973081037,398,0,0,0,0
0.093943375672974,0.1,0.015773502691896,398,0,0,0,0
0.091056624327026,0.1,0.015773502691896,398,0,0,0,0
0.098943375672974,0.1,0.0042264973081037,399,0,0,0,0
0.096056624327026,0.1,0.0042264973081037,399,0,0,0,0
0.098943375672974,0.1,0.015773502691896,399,0,0,0,0
0.096056624327026,0.1,0.015773502691896,399,0,0,0,0
0.0039433756729741,0.1,0.024226497308104,780,0,0,0,0
0.0010566243270259,0.1,0.024226497308104,780,0,0,0,0
0.0039433756729741,0.1,0.035773502691896,780,0,0,0,0
0.0010566243270259,0.1,0.035773502691896,780,0,0,0,0
0.0089433756729741,0.1,0.024226497308104,781,0,0,0,0
0.0060566243270259,0.1,0.024226497308104,781,0,0,0,0
0.0089433756729741,0.1,0.035773502691896,781,0,0,0,0
0.0060566243270259,0.1,0.035773502691896,781,0,0,0,0
0.013943375672974,0.1,0.024226497308104,782,0,0,0,0
0.011056624327026,0.1,0.024226497308104,782,0,0,0,0
0.013943375672974,0.1,0.035773502691896,782,0,0,0,0
0.011056624327026,0.1,0.035773502691896,782,0,0,0,0
0.018943375672974,0.1,0.024226497308104,783,0,0,0,0
0.016056624327026,0.1,0.024226497308104,783,0,0,0,0
0.018943375672974,0.1,0.035773502691896,783,0,0,0,0
0.016056624327026,0.1,0.035773502691896,783,0,0,0,0
0.023943375672974,0.1,0.024226497308104,784,0,0,0,0
0.021056624327026,0.1,0.024226497308104,784,0,0,0,0
0.023943375672974,0.1,0.035773502691896,784,0,0,0,0
0.021056624327026,0.1,0.035773502691896,784,0,0,0,0
0.028943375672974,0.1,0.024226497308104,785,0,0,0,0
0.026056624327026,0.1,0.024226497308104,785,0,0,0,0
0.028943375672974,0.1,0.035773502691896,785,0,0,0,0
0.026056624327026,0.1,0.035773502691896,785,0,0,0,0
0.033943375672974,0.1,0.024226497308104,786,0,0,0,0
0.031056624327026,0.1,0.024226497308104,786,0,0,0,0
0.033943375672974,0.1,0.035773502691896,786,0,0,0,0
0.031056624327026,0.1,0.035773502691896,786,0,0,0,0
0.038943375672974,0.1,0.024226497308104,787,0,0,0,0
0.036056624327026,0.1,0.024226497308104,787,0,0,0,0
0.038943375672974,0.1,0.035773502691896,787,0,0,0,0
0.036056624327026,0.1,0.035773502691896,787,0,0,0,0
0.043943375672974,0.1,0.024226497308104,788,0,0,0,0
0.041056624327026,0.1,0.024226497308104,788,0,0,0,0
0.043943375672974,0.1,0.035773502691896,788,0,0,0,0
0.041056624327026,0.1,0.035773502691896,788,0,0,0,0
0.048943375672974,0.1,0.024226497308104,789,0,0,0,0
0.046056624327026,0.1,0.024226497308104,789,0,0,0,0
0.048943375672974,0.1,0.035773502691896,789,0,0,0,0
0.046056624327026,0.1,0.035773502691896,789,0,0,0,0
0.053943375672974,0.1,0.024226497308104,790,0,0,0,0
0.051056624327026,0.1,0.024226497308104,790,0,0,0,0
0.053943375672974,0.1,0.035773502691896,790,0,0,0,0
0.051056624327026,0.1,0.035773502691896,790,0,0,0,0
0.058943375672974,0.1,0.024226497308104,791,0,0,0,0
0.056056624327026,0.1,0.024226497308104,791,0,0,0,0
0.058943375672974,0.1,0.035773502691896,791,0,0,0,0
0.056056624327026,0.1,0.035773502691896,791,0,0,0,0
0.063943375672974,0.1,0.024226497308104,792,0,0,0,0
0.061056624327026,0.1,0.024226497308104,792,0,0,0,0
0.063943375672974,0.1,0.035773502691896,792,0,0,0,0
0.061056624327026,0.1,0.035773502691896,792,0,0,0,0
0.068943375672974,0.1,0.024226497308104,793,0,0,0,0
0.066056624327026,0.1,0.024226497308104,793,0,0,0,0
0.068943375672974,0.1,0.035773502691896,793,0,0,0,0
0.066056624327026,0.1,0.035773502691896,793,0,0,0,0
0.073943375672974,0.1,0.024226497308104,794,0,0,0,0
0.071056624327026,0.1,0.024226497308104,794,0,0,0,0
0.073943375672974,0.1,0.035773502691896,794,0,0,0,0
0.071056624327026,0.1,0.035773502691896,794,0,0,0,0
0.078943375672974,0.1,0.024226497308104,795,0,0,0,0
0.076056624327026,0.1,0.024226497308104,795,0,0,0,0
0.078943375672974,0.1,0.035773502691896,795,0,0,0,0
