x,y,z,id,strain_xx,strain_yy,strain_xy,strain_xz,disp_x,u_x,disp_y,u_y
0.2628917115316,10,0.070441621801729,270,0.2290263882019,-0.089708098854883,0,0.056387566555117,-0.15509078908603,-0.44215688818364,-0.5555484258622,0.3042592396425
0.070441621801729,10,0.070441621801729,270,0.23294282244235,-0.083661577416923,0,0.044617437486509,-0.19915468820402,-0.36879388569344,-0.53810836731017,0.32402733050815
0.2628917115316,10,0.2628917115316,270,0.24697352536244,-0.10206211503876,0,0.063327261514554,0.021710863229007,-0.28090022374252,-0.55744632986415,0.29934505459258
0.070441621801729,10,0.2628917115316,270,0.2508899596029,-0.0960155936008,0,0.051557132445946,-0.026723717740164,-0.21190790282326,-0.54465437273506,0.31446504364814
0.59622504486494,10,0.070441621801729,271,0.16844956385576,-0.090295503899236,0,0.15054993933103,-0.099085041705338,-0.58954050276329,-0.58675747569812,0.26901791927026
0.40377495513506,10,0.070441621801729,271,0.16426982680663,-0.084280862397599,0,0.10661152846624,-0.12827720811984,-0.50130576595941,-0.56858391516724,0.28951951232519
0.59622504486494,10,0.2628917115316,271,0.22958957386269,-0.12469870218351,0,0.14937752303272,0.10379546060438,-0.40220498856476,-0.58352404357705,0.26923506995266
0.40377495513506,10,0.2628917115316,271,0.22540983681356,-0.11868406068188,0,0.10543911216793,0.056683371663202,-0.33189017418895,-0.56786142677633,0.28722571966719
0.92955837819827,10,0.070441621801729,272,0.0060374710995135,-0.088789018754866,0,0.21026716709948,-0.093923566870494,-0.78776839196288,-0.61089746782176,0.24084565634575
0.7371082884684,10,0.070441621801729,272,0.046841307967703,-0.045113563511964,0,0.087693125167479,-0.089880011275506,-0.66629793206262,-0.59809535796079,0.25597579886806
0.92955837819827,10,0.2628917115316,272,0.17945406776732,-0.19047412822649,0,0.27290873158912,0.18779120275152,-0.52159860931802,-0.59413514169515,0.25459170138943
0.7371082884684,10,0.2628917115316,272,0.22025790463551,-0.14679867298359,0,0.15033468965712,0.13892569806589,-0.45303721055496,-0.59056406427171,0.26049081110935
1.2628917115316,10,0.070441621801729,273,2.5487356121722,-0.53161308358433,0,-0.68333625280685,0.65557986200841,-0.2416543237468,-0.76335660928181,0.084354244855915
1.0704416218017,10,0.070441621801729,273,2.5897851958482,-0.44427373389652,0,0.17428418335783,0.10582180416574,-0.67398548004362,-0.65517908665339,0.19485979954443
1.2628917115316,10,0.2628917115316,273,1.4345644544666,-0.018511640502451,0,-0.59861699428694,0.55174180516138,-0.36103736872991,-0.66211626992009,0.18257830243497
1.0704416218017,10,0.2628917115316,273,1.4756140381426,0.068827709185359,0,0.25900344187774,0.29840494527031,-0.4969473259972,-0.6133074974153,0.23371510760985
1.5962250448649,10,0.070441621801729,274,0.74562376326403,0.45792164375524,0,-0.1014846377143,1.0587542974643,-0.041869250339231,-0.80188502495486,0.041793559227646
1.4037749551351,10,0.070441621801729,274,0.88658028639683,0.084398055019018,0,-0.48548112047813,0.91091735402915,-0.072279290474907,-0.80266634697454,0.043340269374566
1.5962250448649,10,0.2628917115316,274,1.1287513319931,0.45965947182479,0,-0.14728990894961,0.95991036659634,-0.15625816954083,-0.68468661593625,0.15597568646671
1.4037749551351,10,0.2628917115316,274,1.2697078551259,0.086135883088571,0,-0.53128639171344,0.7289916485945,-0.26974998438738,-0.68124224708422,0.1617480873196
1.9295583781983,10,0.070441621801729,275,0.8734989120201,-0.042739679687696,0,0.033110017277738,1.3054662684445,0.0014533579165023,-0.78761392434974,0.052032389766187
1.7371082884684,10,0.070441621801729,275,0.70849995014424,0.2937531097635,0,-0.14143971809806,1.1644733604565,-0.022112646746945,-0.79785174046841,0.044122605867095
1.9295583781983,10,0.2628917115316,275,0.97303469738446,0.10728822033518,0,0.036357450127467,1.3249819042913,0.0054240055859692,-0.64244251017907,0.19418752224664
1.7371082884684,10,0.2628917115316,275,0.80803573550859,0.44378100978638,0,-0.13819228524833,1.1196054743071,-0.082525521149422,-0.67429025776597,0.16466780685834
