time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,20,0,0,0,0,0,0,0
1,0.0031626741394665,20,814,0.383386935109,-0.10261143884008,-0.083005599695419,0.037510272758292,0.024399403891358,0.0072273375033079
