data:dispx_center_inner,data:dispx_center_outer,data:dispx_end_inner,data:dispx_end_outer,data:dispz_inner,data:dispz_outer,data:temp_center_inner,data:temp_center_outer,data:temp_end_inner,data:temp_end_outer
0.00031363226081833,0.0003900779609658,0.00033861090576539,0.00038328973616581,0.00048499300354522,0.00038449900500251,594.21217098666,574.47659104234,497.13387452582,497.80129128717
0.00046314744182851,0.0005721817754612,0.00047767744631427,0.00054351662477367,0.00069960660421356,0.00057546631184452,599.96545798427,577.09118773735,499.49862813157,501.28605880403
0.00055787907001463,0.00069064428525201,0.00057034902751391,0.00064922064685188,0.00084056697563792,0.00069210547444735,614.17817752884,592.33014947598,508.56113793691,509.41450736964
0.00044664554682832,0.0005578018776167,0.00048954993499476,0.00055275115393349,0.00069642859549107,0.00054569369760889,639.74427265317,610.74999205854,520.65918744195,523.43911747141
0.00025164809887232,0.00031590976554571,0.0002961856794561,0.00033380804863354,0.0004080772287269,0.00030682808169199,618.13064318477,597.80388314481,520.04568065368,521.0831922152
0.00056198106702465,0.00069028650474383,0.00054999299796886,0.00062991012360206,0.00082732062670102,0.00071078775081429,620.37444309455,594.66634255528,513.9836396524,516.54558414065
0.00033219986557716,0.00040736815174152,0.00030184489221078,0.00034827219243992,0.0004744319281438,0.00042324306409112,591.50354100411,570.26631488718,491.35399690152,492.34800524483
0.00047649299325467,0.00059412530047633,0.00054776215726439,0.00061551973451856,0.00075758823453187,0.00057322300937428,583.14648180758,562.05951025019,489.2217336142,490.78498119209
0.00026797014608263,0.0003295308443275,0.00026033240306902,0.0002991250580714,0.00039444296349768,0.0003409147820009,631.85057803669,608.68066348198,525.56875380734,527.12418050082
0.00036949183663852,0.00045735241854748,0.00038973003116973,0.00044079741664973,0.00056261201650782,0.0004523956097729,612.52277471296,586.20179895667,502.53801707354,504.89686351239
