type,temp_center_inner,temp_center_outer,temp_end_inner,temp_end_outer,dispx_center_inner,dispx_center_outer,dispx_end_inner,dispx_end_outer,dispz_inner,dispz_outer
1,609.61821314901,586.78750205927,506.43389358495,507.98733143367,0.00040307098017371,0.00049937817939261,0.00042207265140655,0.0004794607926063,0.00061381142769939,0.00049932519956941
2,2044.7216473847,1968.1451144277,1698.6309182488,1703.8413071916,0.0013519411671388,0.0016749653334029,0.0014156747099829,0.0016081603872204,0.002058786116553,0.0016747876336738
