SC_index, temperature
27, 487.9442010983264
28, 519.3105387029289
29, 527.0788441422594
30, 532.7131603033473
31, 540.7322175732218
32, 537.4544979079498
33, 538.4442664748954
34, 511.81916841004187
35, 455.068547332636
