id,pp,x,y,z
0,1002000,0.5,0.0003,0
1,1001998.7995204,0.49939975990396,0.0003,0
2,1001998.7995204,0.49939975990396,-0.0003,0
3,1002000,0.5,-0.0003,0
4,1001997.5990408,0.49879951980792,0.0003,0
5,1001997.5990408,0.49879951980792,-0.0003,0
6,1001996.3985612,0.49819927971188,0.0003,0
7,1001996.3985612,0.49819927971188,-0.0003,0
8,1001995.1980816,0.49759903961585,0.0003,0
9,1001995.1980816,0.49759903961585,-0.0003,0
10,1001993.997602,0.49699879951981,0.0003,0
11,1001993.997602,0.49699879951981,-0.0003,0
12,1001992.7971224,0.49639855942377,0.0003,0
13,1001992.7971224,0.49639855942377,-0.0003,0
14,1001991.5966428,0.49579831932773,0.0003,0
15,1001991.5966428,0.49579831932773,-0.0003,0
16,1001990.3961632,0.49519807923169,0.0003,0
17,1001990.3961632,0.49519807923169,-0.0003,0
18,1001989.1956836,0.49459783913565,0.0003,0
19,1001989.1956836,0.49459783913565,-0.0003,0
20,1001987.995204,0.49399759903962,0.0003,0
21,1001987.995204,0.49399759903962,-0.0003,0
22,1001986.7947244,0.49339735894358,0.0003,0
23,1001986.7947244,0.49339735894358,-0.0003,0
24,1001985.5942448,0.49279711884754,0.0003,0
25,1001985.5942448,0.49279711884754,-0.0003,0
26,1001984.3937652,0.4921968787515,0.0003,0
27,1001984.3937652,0.4921968787515,-0.0003,0
28,1001983.1932856,0.49159663865546,0.0003,0
29,1001983.1932856,0.49159663865546,-0.0003,0
30,1001981.992806,0.49099639855942,0.0003,0
31,1001981.992806,0.49099639855942,-0.0003,0
32,1001980.7923264,0.49039615846339,0.0003,0
33,1001980.7923264,0.49039615846339,-0.0003,0
34,1001979.5918468,0.48979591836735,0.0003,0
35,1001979.5918468,0.48979591836735,-0.0003,0
36,1001978.3913672,0.48919567827131,0.0003,0
37,1001978.3913672,0.48919567827131,-0.0003,0
38,1001977.1908876,0.48859543817527,0.0003,0
39,1001977.1908876,0.48859543817527,-0.0003,0
40,1001975.990408,0.48799519807923,0.0003,0
41,1001975.990408,0.48799519807923,-0.0003,0
42,1001974.7899284,0.48739495798319,0.0003,0
43,1001974.7899284,0.48739495798319,-0.0003,0
44,1001973.5894488,0.48679471788715,0.0003,0
45,1001973.5894488,0.48679471788715,-0.0003,0
46,1001972.3889692,0.48619447779112,0.0003,0
47,1001972.3889692,0.48619447779112,-0.0003,0
48,1001971.1884896,0.48559423769508,0.0003,0
49,1001971.1884896,0.48559423769508,-0.0003,0
50,1001969.98801,0.48499399759904,0.0003,0
51,1001969.98801,0.48499399759904,-0.0003,0
52,1001968.7875304,0.484393757503,0.0003,0
53,1001968.7875304,0.484393757503,-0.0003,0
54,1001967.5870508,0.48379351740696,0.0003,0
55,1001967.5870508,0.48379351740696,-0.0003,0
56,1001966.3865711,0.48319327731092,0.0003,0
57,1001966.3865711,0.48319327731092,-0.0003,0
58,1001965.1860915,0.48259303721489,0.0003,0
59,1001965.1860915,0.48259303721489,-0.0003,0
60,1001963.9856119,0.48199279711885,0.0003,0
61,1001963.9856119,0.48199279711885,-0.0003,0
62,1001962.7851323,0.48139255702281,0.0003,0
63,1001962.7851323,0.48139255702281,-0.0003,0
64,1001961.5846527,0.48079231692677,0.0003,0
65,1001961.5846527,0.48079231692677,-0.0003,0
66,1001960.3841731,0.48019207683073,0.0003,0
67,1001960.3841731,0.48019207683073,-0.0003,0
68,1001959.1836935,0.47959183673469,0.0003,0
69,1001959.1836935,0.47959183673469,-0.0003,0
70,1001957.9832138,0.47899159663866,0.0003,0
71,1001957.9832138,0.47899159663866,-0.0003,0
72,1001956.7827342,0.47839135654262,0.0003,0
73,1001956.7827342,0.47839135654262,-0.0003,0
74,1001955.5822546,0.47779111644658,0.0003,0
75,1001955.5822546,0.47779111644658,-0.0003,0
76,1001954.381775,0.47719087635054,0.0003,0
77,1001954.381775,0.47719087635054,-0.0003,0
78,1001953.1812954,0.4765906362545,0.0003,0
79,1001953.1812954,0.4765906362545,-0.0003,0
80,1001951.9808157,0.47599039615846,0.0003,0
81,1001951.9808157,0.47599039615846,-0.0003,0
82,1001950.7803361,0.47539015606242,0.0003,0
83,1001950.7803361,0.47539015606242,-0.0003,0
84,1001949.5798565,0.47478991596639,0.0003,0
85,1001949.5798565,0.47478991596639,-0.0003,0
86,1001948.3793769,0.47418967587035,0.0003,0
87,1001948.3793769,0.47418967587035,-0.0003,0
88,1001947.1788973,0.47358943577431,0.0003,0
89,1001947.1788973,0.47358943577431,-0.0003,0
90,1001945.9784176,0.47298919567827,0.0003,0
91,1001945.9784176,0.47298919567827,-0.0003,0
92,1001944.777938,0.47238895558223,0.0003,0
93,1001944.777938,0.47238895558223,-0.0003,0
94,1001943.5774584,0.47178871548619,0.0003,0
95,1001943.5774584,0.47178871548619,-0.0003,0
96,1001942.3769788,0.47118847539016,0.0003,0
97,1001942.3769788,0.47118847539016,-0.0003,0
98,1001941.1764991,0.47058823529412,0.0003,0
99,1001941.1764991,0.47058823529412,-0.0003,0
100,1001939.9760195,0.46998799519808,0.0003,0
101,1001939.9760195,0.46998799519808,-0.0003,0
102,1001938.7755399,0.46938775510204,0.0003,0
103,1001938.7755399,0.46938775510204,-0.0003,0
104,1001937.5750602,0.468787515006,0.0003,0
105,1001937.5750602,0.468787515006,-0.0003,0
106,1001936.3745806,0.46818727490996,0.0003,0
107,1001936.3745806,0.46818727490996,-0.0003,0
108,1001935.174101,0.46758703481393,0.0003,0
109,1001935.174101,0.46758703481393,-0.0003,0
110,1001933.9736214,0.46698679471789,0.0003,0
111,1001933.9736214,0.46698679471789,-0.0003,0
112,1001932.7731417,0.46638655462185,0.0003,0
113,1001932.7731417,0.46638655462185,-0.0003,0
114,1001931.5726621,0.46578631452581,0.0003,0
115,1001931.5726621,0.46578631452581,-0.0003,0
116,1001930.3721825,0.46518607442977,0.0003,0
117,1001930.3721825,0.46518607442977,-0.0003,0
118,1001929.1717028,0.46458583433373,0.0003,0
119,1001929.1717028,0.46458583433373,-0.0003,0
120,1001927.9712232,0.4639855942377,0.0003,0
121,1001927.9712232,0.4639855942377,-0.0003,0
122,1001926.7707435,0.46338535414166,0.0003,0
123,1001926.7707435,0.46338535414166,-0.0003,0
124,1001925.5702639,0.46278511404562,0.0003,0
125,1001925.5702639,0.46278511404562,-0.0003,0
126,1001924.3697843,0.46218487394958,0.0003,0
