id,pp,x,y,z
127,1001924.3697843,0.46218487394958,-0.0003,0
128,1001923.1693046,0.46158463385354,0.0003,0
129,1001923.1693046,0.46158463385354,-0.0003,0
130,1001921.968825,0.4609843937575,0.0003,0
131,1001921.968825,0.4609843937575,-0.0003,0
132,1001920.7683454,0.46038415366146,0.0003,0
133,1001920.7683454,0.46038415366146,-0.0003,0
134,1001919.5678657,0.45978391356543,0.0003,0
135,1001919.5678657,0.45978391356543,-0.0003,0
136,1001918.3673861,0.45918367346939,0.0003,0
137,1001918.3673861,0.45918367346939,-0.0003,0
138,1001917.1669064,0.45858343337335,0.0003,0
139,1001917.1669064,0.45858343337335,-0.0003,0
140,1001915.9664268,0.45798319327731,0.0003,0
141,1001915.9664268,0.45798319327731,-0.0003,0
142,1001914.7659472,0.45738295318127,0.0003,0
143,1001914.7659472,0.45738295318127,-0.0003,0
144,1001913.5654675,0.45678271308523,0.0003,0
145,1001913.5654675,0.45678271308523,-0.0003,0
146,1001912.3649879,0.4561824729892,0.0003,0
147,1001912.3649879,0.4561824729892,-0.0003,0
148,1001911.1645082,0.45558223289316,0.0003,0
149,1001911.1645082,0.45558223289316,-0.0003,0
150,1001909.9640286,0.45498199279712,0.0003,0
151,1001909.9640286,0.45498199279712,-0.0003,0
152,1001908.7635489,0.45438175270108,0.0003,0
153,1001908.7635489,0.45438175270108,-0.0003,0
154,1001907.5630693,0.45378151260504,0.0003,0
155,1001907.5630693,0.45378151260504,-0.0003,0
156,1001906.3625896,0.453181272509,0.0003,0
157,1001906.3625896,0.453181272509,-0.0003,0
158,1001905.16211,0.45258103241297,0.0003,0
159,1001905.16211,0.45258103241297,-0.0003,0
160,1001903.9616303,0.45198079231693,0.0003,0
161,1001903.9616303,0.45198079231693,-0.0003,0
162,1001902.7611507,0.45138055222089,0.0003,0
163,1001902.7611507,0.45138055222089,-0.0003,0
164,1001901.560671,0.45078031212485,0.0003,0
165,1001901.560671,0.45078031212485,-0.0003,0
166,1001900.3601914,0.45018007202881,0.0003,0
167,1001900.3601914,0.45018007202881,-0.0003,0
168,1001899.1597117,0.44957983193277,0.0003,0
169,1001899.1597117,0.44957983193277,-0.0003,0
170,1001897.9592321,0.44897959183673,0.0003,0
171,1001897.9592321,0.44897959183673,-0.0003,0
172,1001896.7587524,0.4483793517407,0.0003,0
173,1001896.7587524,0.4483793517407,-0.0003,0
174,1001895.5582728,0.44777911164466,0.0003,0
175,1001895.5582728,0.44777911164466,-0.0003,0
176,1001894.3577931,0.44717887154862,0.0003,0
177,1001894.3577931,0.44717887154862,-0.0003,0
178,1001893.1573135,0.44657863145258,0.0003,0
179,1001893.1573135,0.44657863145258,-0.0003,0
180,1001891.9568338,0.44597839135654,0.0003,0
181,1001891.9568338,0.44597839135654,-0.0003,0
182,1001890.7563541,0.4453781512605,0.0003,0
183,1001890.7563541,0.4453781512605,-0.0003,0
184,1001889.5558745,0.44477791116447,0.0003,0
185,1001889.5558745,0.44477791116447,-0.0003,0
186,1001888.3553948,0.44417767106843,0.0003,0
187,1001888.3553948,0.44417767106843,-0.0003,0
188,1001887.1549152,0.44357743097239,0.0003,0
189,1001887.1549152,0.44357743097239,-0.0003,0
190,1001885.9544355,0.44297719087635,0.0003,0
191,1001885.9544355,0.44297719087635,-0.0003,0
192,1001884.7539559,0.44237695078031,0.0003,0
193,1001884.7539559,0.44237695078031,-0.0003,0
194,1001883.5534762,0.44177671068427,0.0003,0
195,1001883.5534762,0.44177671068427,-0.0003,0
196,1001882.3529965,0.44117647058824,0.0003,0
197,1001882.3529965,0.44117647058824,-0.0003,0
198,1001881.1525169,0.4405762304922,0.0003,0
199,1001881.1525169,0.4405762304922,-0.0003,0
200,1001879.9520372,0.43997599039616,0.0003,0
201,1001879.9520372,0.43997599039616,-0.0003,0
202,1001878.7515575,0.43937575030012,0.0003,0
203,1001878.7515575,0.43937575030012,-0.0003,0
204,1001877.5510779,0.43877551020408,0.0003,0
205,1001877.5510779,0.43877551020408,-0.0003,0
206,1001876.3505982,0.43817527010804,0.0003,0
207,1001876.3505982,0.43817527010804,-0.0003,0
208,1001875.1501185,0.437575030012,0.0003,0
209,1001875.1501185,0.437575030012,-0.0003,0
210,1001873.9496389,0.43697478991597,0.0003,0
211,1001873.9496389,0.43697478991597,-0.0003,0
212,1001872.7491592,0.43637454981993,0.0003,0
213,1001872.7491592,0.43637454981993,-0.0003,0
214,1001871.5486795,0.43577430972389,0.0003,0
215,1001871.5486795,0.43577430972389,-0.0003,0
216,1001870.3481999,0.43517406962785,0.0003,0
217,1001870.3481999,0.43517406962785,-0.0003,0
218,1001869.1477202,0.43457382953181,0.0003,0
219,1001869.1477202,0.43457382953181,-0.0003,0
220,1001867.9472405,0.43397358943577,0.0003,0
221,1001867.9472405,0.43397358943577,-0.0003,0
222,1001866.7467609,0.43337334933974,0.0003,0
223,1001866.7467609,0.43337334933974,-0.0003,0
224,1001865.5462812,0.4327731092437,0.0003,0
225,1001865.5462812,0.4327731092437,-0.0003,0
226,1001864.3458015,0.43217286914766,0.0003,0
227,1001864.3458015,0.43217286914766,-0.0003,0
228,1001863.1453218,0.43157262905162,0.0003,0
229,1001863.1453218,0.43157262905162,-0.0003,0
230,1001861.9448422,0.43097238895558,0.0003,0
231,1001861.9448422,0.43097238895558,-0.0003,0
232,1001860.7443625,0.43037214885954,0.0003,0
233,1001860.7443625,0.43037214885954,-0.0003,0
234,1001859.5438828,0.42977190876351,0.0003,0
235,1001859.5438828,0.42977190876351,-0.0003,0
236,1001858.3434031,0.42917166866747,0.0003,0
237,1001858.3434031,0.42917166866747,-0.0003,0
238,1001857.1429235,0.42857142857143,0.0003,0
239,1001857.1429235,0.42857142857143,-0.0003,0
240,1001855.9424438,0.42797118847539,0.0003,0
241,1001855.9424438,0.42797118847539,-0.0003,0
242,1001854.7419641,0.42737094837935,0.0003,0
243,1001854.7419641,0.42737094837935,-0.0003,0
244,1001853.5414844,0.42677070828331,0.0003,0
245,1001853.5414844,0.42677070828331,-0.0003,0
246,1001852.3410047,0.42617046818727,0.0003,0
247,1001852.3410047,0.42617046818727,-0.0003,0
248,1001851.1405251,0.42557022809124,0.0003,0
249,1001851.1405251,0.42557022809124,-0.0003,0
250,1001849.9400454,0.4249699879952,0.0003,0
251,1001849.9400454,0.4249699879952,-0.0003,0
252,1001848.7395657,0.42436974789916,0.0003,0
253,1001848.7395657,0.42436974789916,-0.0003,0
254,1001847.539086,0.42376950780312,0.0003,0
255,1001847.539086,0.42376950780312,-0.0003,0
256,1001846.3386063,0.42316926770708,0.0003,0
257,1001846.3386063,0.42316926770708,-0.0003,0
258,1001845.1381266,0.42256902761104,0.0003,0
259,1001845.1381266,0.42256902761104,-0.0003,0
260,1001843.937647,0.42196878751501,0.0003,0
261,1001843.937647,0.42196878751501,-0.0003,0
262,1001842.7371673,0.42136854741897,0.0003,0
263,1001842.7371673,0.42136854741897,-0.0003,0
264,1001841.5366876,0.42076830732293,0.0003,0
265,1001841.5366876,0.42076830732293,-0.0003,0
266,1001840.3362079,0.42016806722689,0.0003,0
267,1001840.3362079,0.42016806722689,-0.0003,0
268,1001839.1357282,0.41956782713085,0.0003,0
269,1001839.1357282,0.41956782713085,-0.0003,0
270,1001837.9352485,0.41896758703481,0.0003,0
271,1001837.9352485,0.41896758703481,-0.0003,0
272,1001836.7347688,0.41836734693878,0.0003,0
273,1001836.7347688,0.41836734693878,-0.0003,0
274,1001835.5342891,0.41776710684274,0.0003,0
275,1001835.5342891,0.41776710684274,-0.0003,0
276,1001834.3338094,0.4171668667467,0.0003,0
277,1001834.3338094,0.4171668667467,-0.0003,0
278,1001833.1333298,0.41656662665066,0.0003,0
279,1001833.1333298,0.41656662665066,-0.0003,0
280,1001831.9328501,0.41596638655462,0.0003,0
281,1001831.9328501,0.41596638655462,-0.0003,0
282,1001830.7323704,0.41536614645858,0.0003,0
283,1001830.7323704,0.41536614645858,-0.0003,0
284,1001829.5318907,0.41476590636255,0.0003,0
285,1001829.5318907,0.41476590636254,-0.0003,0
286,1001828.331411,0.41416566626651,0.0003,0
287,1001828.331411,0.41416566626651,-0.0003,0
288,1001827.1309313,0.41356542617047,0.0003,0
289,1001827.1309313,0.41356542617047,-0.0003,0
290,1001825.9304516,0.41296518607443,0.0003,0
291,1001825.9304516,0.41296518607443,-0.0003,0
292,1001824.7299719,0.41236494597839,0.0003,0
293,1001824.7299719,0.41236494597839,-0.0003,0
294,1001823.5294922,0.41176470588235,0.0003,0
295,1001823.5294922,0.41176470588235,-0.0003,0
296,1001822.3290125,0.41116446578631,0.0003,0
297,1001822.3290125,0.41116446578631,-0.0003,0
298,1001821.1285328,0.41056422569028,0.0003,0
299,1001821.1285328,0.41056422569028,-0.0003,0
300,1001819.9280531,0.40996398559424,0.0003,0
301,1001819.9280531,0.40996398559424,-0.0003,0
302,1001818.7275734,0.4093637454982,0.0003,0
303,1001818.7275734,0.4093637454982,-0.0003,0
304,1001817.5270937,0.40876350540216,0.0003,0
305,1001817.5270937,0.40876350540216,-0.0003,0
306,1001816.326614,0.40816326530612,0.0003,0
307,1001816.326614,0.40816326530612,-0.0003,0
308,1001815.1261343,0.40756302521008,0.0003,0
309,1001815.1261343,0.40756302521008,-0.0003,0
310,1001813.9256546,0.40696278511405,0.0003,0
311,1001813.9256546,0.40696278511405,-0.0003,0
312,1001812.7251749,0.40636254501801,0.0003,0
313,1001812.7251749,0.40636254501801,-0.0003,0
314,1001811.5246952,0.40576230492197,0.0003,0
315,1001811.5246952,0.40576230492197,-0.0003,0
316,1001810.3242155,0.40516206482593,0.0003,0
317,1001810.3242155,0.40516206482593,-0.0003,0
318,1001809.1237358,0.40456182472989,0.0003,0
319,1001809.1237358,0.40456182472989,-0.0003,0
320,1001807.9232561,0.40396158463385,0.0003,0
321,1001807.9232561,0.40396158463385,-0.0003,0
322,1001806.7227764,0.40336134453782,0.0003,0
323,1001806.7227764,0.40336134453782,-0.0003,0
324,1001805.5222966,0.40276110444178,0.0003,0
325,1001805.5222966,0.40276110444178,-0.0003,0
326,1001804.3218169,0.40216086434574,0.0003,0
327,1001804.3218169,0.40216086434574,-0.0003,0
328,1001803.1213372,0.4015606242497,0.0003,0
329,1001803.1213372,0.4015606242497,-0.0003,0
330,1001801.9208575,0.40096038415366,0.0003,0
331,1001801.9208575,0.40096038415366,-0.0003,0
332,1001800.7203778,0.40036014405762,0.0003,0
333,1001800.7203778,0.40036014405762,-0.0003,0
334,1001799.5198981,0.39975990396158,0.0003,0
335,1001799.5198981,0.39975990396158,-0.0003,0
336,1001798.3194184,0.39915966386555,0.0003,0
337,1001798.3194184,0.39915966386555,-0.0003,0
338,1001797.1189387,0.39855942376951,0.0003,0
339,1001797.1189387,0.39855942376951,-0.0003,0
340,1001795.918459,0.39795918367347,0.0003,0
341,1001795.918459,0.39795918367347,-0.0003,0
342,1001794.7179792,0.39735894357743,0.0003,0
343,1001794.7179792,0.39735894357743,-0.0003,0
344,1001793.5174995,0.39675870348139,0.0003,0
345,1001793.5174995,0.39675870348139,-0.0003,0
346,1001792.3170198,0.39615846338535,0.0003,0
347,1001792.3170198,0.39615846338535,-0.0003,0
348,1001791.1165401,0.39555822328932,0.0003,0
349,1001791.1165401,0.39555822328932,-0.0003,0
350,1001789.9160604,0.39495798319328,0.0003,0
351,1001789.9160604,0.39495798319328,-0.0003,0
352,1001788.7155807,0.39435774309724,0.0003,0
353,1001788.7155807,0.39435774309724,-0.0003,0
354,1001787.5151009,0.3937575030012,0.0003,0
355,1001787.5151009,0.3937575030012,-0.0003,0
356,1001786.3146212,0.39315726290516,0.0003,0
357,1001786.3146212,0.39315726290516,-0.0003,0
358,1001785.1141415,0.39255702280912,0.0003,0
359,1001785.1141415,0.39255702280912,-0.0003,0
360,1001783.9136618,0.39195678271309,0.0003,0
361,1001783.9136618,0.39195678271309,-0.0003,0
362,1001782.7131821,0.39135654261705,0.0003,0
363,1001782.7131821,0.39135654261705,-0.0003,0
364,1001781.5127023,0.39075630252101,0.0003,0
365,1001781.5127023,0.39075630252101,-0.0003,0
366,1001780.3122226,0.39015606242497,0.0003,0
367,1001780.3122226,0.39015606242497,-0.0003,0
368,1001779.1117429,0.38955582232893,0.0003,0
369,1001779.1117429,0.38955582232893,-0.0003,0
370,1001777.9112632,0.38895558223289,0.0003,0
371,1001777.9112632,0.38895558223289,-0.0003,0
372,1001776.7107834,0.38835534213685,0.0003,0
373,1001776.7107834,0.38835534213685,-0.0003,0
374,1001775.5103037,0.38775510204082,0.0003,0
375,1001775.5103037,0.38775510204082,-0.0003,0
376,1001774.309824,0.38715486194478,0.0003,0
377,1001774.309824,0.38715486194478,-0.0003,0
378,1001773.1093443,0.38655462184874,0.0003,0
379,1001773.1093443,0.38655462184874,-0.0003,0
380,1001771.9088645,0.3859543817527,0.0003,0
381,1001771.9088645,0.3859543817527,-0.0003,0
382,1001770.7083848,0.38535414165666,0.0003,0
383,1001770.7083848,0.38535414165666,-0.0003,0
384,1001769.5079051,0.38475390156062,0.0003,0
385,1001769.5079051,0.38475390156062,-0.0003,0
386,1001768.3074253,0.38415366146459,0.0003,0
387,1001768.3074253,0.38415366146459,-0.0003,0
388,1001767.1069456,0.38355342136855,0.0003,0
389,1001767.1069456,0.38355342136855,-0.0003,0
390,1001765.9064659,0.38295318127251,0.0003,0
391,1001765.9064659,0.38295318127251,-0.0003,0
392,1001764.7059861,0.38235294117647,0.0003,0
393,1001764.7059861,0.38235294117647,-0.0003,0
394,1001763.5055064,0.38175270108043,0.0003,0
395,1001763.5055064,0.38175270108043,-0.0003,0
396,1001762.3050267,0.38115246098439,0.0003,0
397,1001762.3050267,0.38115246098439,-0.0003,0
398,1001761.1045469,0.38055222088836,0.0003,0
399,1001761.1045469,0.38055222088836,-0.0003,0
400,1001759.9040672,0.37995198079232,0.0003,0
401,1001759.9040672,0.37995198079232,-0.0003,0
402,1001758.7035875,0.37935174069628,0.0003,0
403,1001758.7035875,0.37935174069628,-0.0003,0
404,1001757.5031077,0.37875150060024,0.0003,0
405,1001757.5031077,0.37875150060024,-0.0003,0
406,1001756.302628,0.3781512605042,0.0003,0
407,1001756.302628,0.3781512605042,-0.0003,0
408,1001755.1021482,0.37755102040816,0.0003,0
409,1001755.1021482,0.37755102040816,-0.0003,0
410,1001753.9016685,0.37695078031212,0.0003,0
411,1001753.9016685,0.37695078031212,-0.0003,0
412,1001752.7011888,0.37635054021609,0.0003,0
413,1001752.7011888,0.37635054021609,-0.0003,0
414,1001751.500709,0.37575030012005,0.0003,0
415,1001751.500709,0.37575030012005,-0.0003,0
416,1001750.3002293,0.37515006002401,0.0003,0
417,1001750.3002293,0.37515006002401,-0.0003,0
418,1001749.0997495,0.37454981992797,0.0003,0
419,1001749.0997495,0.37454981992797,-0.0003,0
420,1001747.8992698,0.37394957983193,0.0003,0
421,1001747.8992698,0.37394957983193,-0.0003,0
422,1001746.6987901,0.37334933973589,0.0003,0
423,1001746.6987901,0.37334933973589,-0.0003,0
424,1001745.4983103,0.37274909963986,0.0003,0
425,1001745.4983103,0.37274909963986,-0.0003,0
426,1001744.2978306,0.37214885954382,0.0003,0
427,1001744.2978306,0.37214885954382,-0.0003,0
428,1001743.0973508,0.37154861944778,0.0003,0
429,1001743.0973508,0.37154861944778,-0.0003,0
430,1001741.8968711,0.37094837935174,0.0003,0
431,1001741.8968711,0.37094837935174,-0.0003,0
432,1001740.6963913,0.3703481392557,0.0003,0
433,1001740.6963913,0.3703481392557,-0.0003,0
434,1001739.4959116,0.36974789915966,0.0003,0
435,1001739.4959116,0.36974789915966,-0.0003,0
436,1001738.2954318,0.36914765906363,0.0003,0
437,1001738.2954318,0.36914765906363,-0.0003,0
438,1001737.0949521,0.36854741896759,0.0003,0
439,1001737.0949521,0.36854741896759,-0.0003,0
440,1001735.8944723,0.36794717887155,0.0003,0
441,1001735.8944723,0.36794717887155,-0.0003,0
442,1001734.6939926,0.36734693877551,0.0003,0
443,1001734.6939926,0.36734693877551,-0.0003,0
444,1001733.4935128,0.36674669867947,0.0003,0
445,1001733.4935128,0.36674669867947,-0.0003,0
446,1001732.2930331,0.36614645858343,0.0003,0
447,1001732.2930331,0.36614645858343,-0.0003,0
448,1001731.0925533,0.36554621848739,0.0003,0
449,1001731.0925533,0.36554621848739,-0.0003,0
450,1001729.8920736,0.36494597839136,0.0003,0
451,1001729.8920736,0.36494597839136,-0.0003,0
452,1001728.6915938,0.36434573829532,0.0003,0
453,1001728.6915938,0.36434573829532,-0.0003,0
454,1001727.4911141,0.36374549819928,0.0003,0
455,1001727.4911141,0.36374549819928,-0.0003,0
456,1001726.2906343,0.36314525810324,0.0003,0
457,1001726.2906343,0.36314525810324,-0.0003,0
458,1001725.0901546,0.3625450180072,0.0003,0
459,1001725.0901546,0.3625450180072,-0.0003,0
460,1001723.8896748,0.36194477791116,0.0003,0
461,1001723.8896748,0.36194477791116,-0.0003,0
462,1001722.689195,0.36134453781513,0.0003,0
463,1001722.689195,0.36134453781513,-0.0003,0
464,1001721.4887153,0.36074429771909,0.0003,0
465,1001721.4887153,0.36074429771909,-0.0003,0
466,1001720.2882355,0.36014405762305,0.0003,0
467,1001720.2882355,0.36014405762305,-0.0003,0
468,1001719.0877558,0.35954381752701,0.0003,0
469,1001719.0877558,0.35954381752701,-0.0003,0
470,1001717.887276,0.35894357743097,0.0003,0
471,1001717.887276,0.35894357743097,-0.0003,0
472,1001716.6867962,0.35834333733493,0.0003,0
473,1001716.6867962,0.35834333733493,-0.0003,0
474,1001715.4863165,0.3577430972389,0.0003,0
475,1001715.4863165,0.3577430972389,-0.0003,0
476,1001714.2858367,0.35714285714286,0.0003,0
477,1001714.2858367,0.35714285714286,-0.0003,0
478,1001713.0853569,0.35654261704682,0.0003,0
479,1001713.0853569,0.35654261704682,-0.0003,0
480,1001711.8848772,0.35594237695078,0.0003,0
481,1001711.8848772,0.35594237695078,-0.0003,0
482,1001710.6843974,0.35534213685474,0.0003,0
483,1001710.6843974,0.35534213685474,-0.0003,0
484,1001709.4839177,0.3547418967587,0.0003,0
485,1001709.4839177,0.3547418967587,-0.0003,0
486,1001708.2834379,0.35414165666267,0.0003,0
487,1001708.2834379,0.35414165666267,-0.0003,0
488,1001707.0829581,0.35354141656663,0.0003,0
489,1001707.0829581,0.35354141656663,-0.0003,0
490,1001705.8824783,0.35294117647059,0.0003,0
491,1001705.8824783,0.35294117647059,-0.0003,0
492,1001704.6819986,0.35234093637455,0.0003,0
493,1001704.6819986,0.35234093637455,-0.0003,0
494,1001703.4815188,0.35174069627851,0.0003,0
495,1001703.4815188,0.35174069627851,-0.0003,0
496,1001702.281039,0.35114045618247,0.0003,0
497,1001702.281039,0.35114045618247,-0.0003,0
498,1001701.0805593,0.35054021608643,0.0003,0
499,1001701.0805593,0.35054021608643,-0.0003,0
500,1001699.8800795,0.3499399759904,0.0003,0
501,1001699.8800795,0.3499399759904,-0.0003,0
502,1001698.6795997,0.34933973589436,0.0003,0
503,1001698.6795997,0.34933973589436,-0.0003,0
504,1001697.47912,0.34873949579832,0.0003,0
505,1001697.47912,0.34873949579832,-0.0003,0
506,1001696.2786402,0.34813925570228,0.0003,0
507,1001696.2786402,0.34813925570228,-0.0003,0
508,1001695.0781604,0.34753901560624,0.0003,0
509,1001695.0781604,0.34753901560624,-0.0003,0
510,1001693.8776806,0.3469387755102,0.0003,0
511,1001693.8776806,0.3469387755102,-0.0003,0
512,1001692.6772009,0.34633853541417,0.0003,0
513,1001692.6772009,0.34633853541417,-0.0003,0
514,1001691.4767211,0.34573829531813,0.0003,0
515,1001691.4767211,0.34573829531813,-0.0003,0
516,1001690.2762413,0.34513805522209,0.0003,0
517,1001690.2762413,0.34513805522209,-0.0003,0
518,1001689.0757615,0.34453781512605,0.0003,0
519,1001689.0757615,0.34453781512605,-0.0003,0
520,1001687.8752817,0.34393757503001,0.0003,0
521,1001687.8752817,0.34393757503001,-0.0003,0
522,1001686.674802,0.34333733493397,0.0003,0
523,1001686.674802,0.34333733493397,-0.0003,0
524,1001685.4743222,0.34273709483794,0.0003,0
525,1001685.4743222,0.34273709483794,-0.0003,0
526,1001684.2738424,0.3421368547419,0.0003,0
527,1001684.2738424,0.3421368547419,-0.0003,0
528,1001683.0733626,0.34153661464586,0.0003,0
529,1001683.0733626,0.34153661464586,-0.0003,0
530,1001681.8728828,0.34093637454982,0.0003,0
531,1001681.8728828,0.34093637454982,-0.0003,0
532,1001680.6724031,0.34033613445378,0.0003,0
533,1001680.6724031,0.34033613445378,-0.0003,0
534,1001679.4719233,0.33973589435774,0.0003,0
535,1001679.4719233,0.33973589435774,-0.0003,0
536,1001678.2714435,0.3391356542617,0.0003,0
537,1001678.2714435,0.3391356542617,-0.0003,0
538,1001677.0709637,0.33853541416567,0.0003,0
539,1001677.0709637,0.33853541416567,-0.0003,0
540,1001675.8704839,0.33793517406963,0.0003,0
541,1001675.8704839,0.33793517406963,-0.0003,0
542,1001674.6700041,0.33733493397359,0.0003,0
543,1001674.6700041,0.33733493397359,-0.0003,0
544,1001673.4695243,0.33673469387755,0.0003,0
545,1001673.4695243,0.33673469387755,-0.0003,0
546,1001672.2690445,0.33613445378151,0.0003,0
547,1001672.2690445,0.33613445378151,-0.0003,0
548,1001671.0685648,0.33553421368547,0.0003,0
549,1001671.0685648,0.33553421368547,-0.0003,0
550,1001669.868085,0.33493397358944,0.0003,0
